X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0598538184541,38.9527853304422,23424159,2023/10/28 21:22:21+00,EVENING,OTHERS,THEFT F/AUTO,2900 - 2999 BLOCK OF ELLICOTT TERRACE NW,394812.09,142765.76,3,3F,2,203,Cluster 12,001301 2,001301,Precinct 138,38.9527775338,-77.059851513,,2023/09/12 06:37:00+00,2023/09/12 06:38:00+00,431705346,
-77.0307879590569,38.9140989914307,23424233,2023/11/02 13:22:54+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF S STREET NW,397330.06,138469.99,2,2F,3,307,Cluster 7,005001 2,005001,Precinct 16,38.9140912015,-77.0307856651,,2023/09/04 20:30:00+00,2023/09/04 21:00:00+00,431705347,
-76.9913021826455,38.9378489195536,23424292,2023/11/04 19:42:24+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1179 BLOCK OF MICHIGAN AVENUE NE,400754.28,141106.02,5,5B,5,504,Cluster 20,009504 1,009504,Precinct 68,38.9378411234,-76.9912998995,,2023/09/19 17:16:00+00,2023/09/19 20:37:00+00,431705348,
-77.0269865148811,38.9486311202976,23424465,2023/11/08 16:02:23+00,DAY,OTHERS,THEFT/OTHER,4800 - 4817 BLOCK OF GEORGIA AVENUE NW,397660.88,142303.25,4,4D,4,407,Cluster 18,002201 2,002201,Precinct 55,38.9486233233,-77.02698422,,2023/10/22 16:06:00+00,2023/10/22 17:10:00+00,431705349,
-77.0283802648748,38.9323131680162,23176586,2023/10/27 02:06:47+00,EVENING,OTHERS,THEFT/OTHER,3400 - 3499 BLOCK OF 11TH STREET NW,397539.5,140491.85,1,1A,3,302,Cluster 2,002900 1,002900,Precinct 42,38.9323053744,-77.0283779705,,2023/10/21 17:00:00+00,2023/10/21 17:20:00+00,431705350,
-76.9751148317011,38.9172942137185,23176757,2023/10/27 15:01:09+00,DAY,OTHERS,THEFT F/AUTO,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2023/10/27 10:20:00+00,2023/10/27 12:27:00+00,431705351,
-77.0641393389699,38.9068525527674,23176785,2023/10/30 12:40:06+00,DAY,OTHERS,THEFT/OTHER,3200 - 3256 BLOCK OF N STREET NW,394437.04,137667.08,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9068447656,-77.064137035,GEORGETOWN,2023/10/20 04:00:00+00,,431705352,
-77.0082634099667,38.8792941612244,23176810,2023/10/27 16:51:53+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2023/10/27 14:07:00+00,,431705353,
-77.0436663951983,38.9164380465469,23176861,2023/10/27 17:12:31+00,DAY,OTHERS,THEFT F/AUTO,1909 - 1999 BLOCK OF 19TH STREET NW,396213.28,138730.1,1,1C,3,303,Cluster 1,004002 2,004002,Precinct 25,38.9164302567,-77.0436640971,,2023/10/27 15:51:00+00,2023/10/27 17:04:00+00,431705354,
-77.04166268248,38.9144706369331,23176891,2023/10/27 18:22:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1800 - 1819 BLOCK OF 18TH STREET NW,396386.95,138511.62,2,2B,2,208,Cluster 6,004202 2,004202,Precinct 14,38.9144628474,-77.0416603851,,2023/10/27 04:30:00+00,2023/10/27 04:31:00+00,431705355,
-77.0209085249242,38.8948006000084,23177766,2023/10/29 07:56:51+00,MIDNIGHT,OTHERS,ROBBERY,600 - 699 BLOCK OF D STREET NW,398186.38,136327.47,2,2C,1,102,Cluster 8,005801 1,005801,Precinct 143,38.8947928136,-77.0209062352,DOWNTOWN,2023/10/29 02:09:00+00,2023/10/29 02:15:00+00,431705356,
-76.9751148317011,38.9172942137185,23178078,2023/10/29 23:28:12+00,EVENING,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2023/10/29 18:13:00+00,2023/10/29 20:05:00+00,431705357,
-77.0019448138555,38.8229340281293,23178469,2023/10/30 15:40:18+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4600 - 4699 BLOCK OF LIVINGSTON ROAD SE,399831.315005796,128349.556276539,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 125,38.8229262554,-77.0019425343,,2023/10/28 02:30:00+00,2023/10/28 05:00:00+00,431705358,
-77.0602405787839,38.9084784732338,23179185,2023/10/31 18:20:47+00,DAY,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF O STREET NW,394775.32,137847.34,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9084706856,-77.060238276,,2023/10/31 16:00:00+00,2023/10/31 16:40:00+00,431705359,
-77.0058867739449,38.9060517824435,23179229,2023/10/31 22:20:23+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 1,010601,Precinct 144,38.9060439932,-77.0058844882,NOMA,2023/10/31 18:22:00+00,2023/10/31 19:51:00+00,431705360,
-76.9665360430596,38.922373579949,23179559,2023/11/01 09:36:55+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,CHANNING STREET NE AND 30TH STREET NE,402902.08000065,139388.61999878,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.922365786,-76.9665337686,,2023/10/31 10:30:00+00,2023/10/31 23:30:00+00,431705361,
-77.011072006069,38.8332560608083,23182026,2023/11/05 21:18:25+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3900 - 3999 BLOCK OF 2ND STREET SW,399038.870941061,129495.427125602,,,7,708,,,,,38.8332482867,-77.0110697227,,2023/11/05 19:16:00+00,2023/11/05 20:21:00+00,431705362,
-77.03752812299,38.9025328250662,23182039,2023/11/06 22:01:24+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF K STREET NW,396744.98,137186.27,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9025250378,-77.0375258276,GOLDEN TRIANGLE,2023/11/05 20:33:00+00,2023/11/05 20:35:00+00,431705363,
-77.0239436936797,38.884851415388,23182361,2023/11/16 13:20:25+00,DAY,OTHERS,THEFT/OTHER,700 - 999 BLOCK OF D STREET SW,397922.788860025,135223.097722918,6,6D,1,103,Cluster 9,010202 3,010202,Precinct 142,38.8848436313,-77.0239414041,SOUTHWEST,2023/11/05 03:02:00+00,2023/11/06 12:58:00+00,431705364,
-76.937857093105,38.8903722003407,23182765,2023/11/07 02:04:13+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4500 - 4509 BLOCK OF BENNING ROAD NE,405391.44,135837.51,7,7F,6,608,Cluster 33,007803 3,007803,Precinct 98,38.8903644118,-76.9378548295,,2023/11/07 00:56:00+00,2023/11/07 02:00:00+00,431705365,
-77.0639181553134,38.9448764310483,23182770,2023/11/07 02:42:13+00,EVENING,OTHERS,THEFT/OTHER,4227 - 4399 BLOCK OF CONNECTICUT AVENUE NW,394459.18,141888.04,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,38.9448686362,-77.0639158491,,2023/11/07 01:27:00+00,2023/11/07 01:55:00+00,431705366,
-77.0856038421721,38.947910785806,23183140,2023/11/07 21:27:28+00,EVENING,OTHERS,THEFT F/AUTO,4319 - 4399 BLOCK OF ALBEMARLE STREET NW,392579.58,142226.42,3,3E,2,202,Cluster 11,001004 2,001004,Precinct 31,38.9479029912,-77.085601529,,2023/11/07 20:15:00+00,2023/11/07 20:17:00+00,431705367,
-77.0838046100651,38.9403804382469,23183209,2023/11/07 23:01:30+00,EVENING,OTHERS,ROBBERY,3700 - 4123 BLOCK OF NEBRASKA AVENUE NW,392734.78,141390.34,3,3E,2,202,Cluster 11,001004 3,001004,Precinct 30,38.940372645,-77.083802298,,2023/11/07 22:02:00+00,2023/11/07 22:05:00+00,431705368,
-77.0000519303568,38.876487693561,23183272,2023/11/08 19:40:38+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF M STREET SE,399995.691933949,134294.388378056,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,38.8764799099,-77.0000496478,CAPITOL RIVERFRONT,2023/11/08 00:02:00+00,2023/11/08 00:41:00+00,431705369,
-77.0621667016193,38.9109839465761,23183317,2023/11/08 02:31:46+00,EVENING,KNIFE,ROBBERY,1600 - 1642 BLOCK OF 31ST STREET NW,394608.45,138125.58,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9109761585,-77.0621643981,,2023/11/08 01:00:00+00,2023/11/08 02:32:00+00,431705370,
-77.0332562890407,38.9111344808914,23183858,2023/11/09 01:54:57+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF Q STREET NW,397115.87,138140.98,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9111266917,-77.0332539945,,2023/11/01 16:00:00+00,2023/11/01 18:00:00+00,431705371,
-77.0580828364515,38.9348320736476,23184179,2023/11/09 18:07:02+00,DAY,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2023/11/09 14:00:00+00,2023/11/09 15:30:00+00,431705372,
-77.0265108470154,38.8973556770348,23184214,2023/11/09 17:51:11+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2023/11/01 04:00:00+00,2023/11/09 05:00:00+00,431705373,
-77.0354087839786,38.9312582687328,23184867,2023/11/10 21:07:28+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1500 - 1530 BLOCK OF PARK ROAD NW,396930.05,140374.96,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 41,38.9312504756,-77.0354064875,,2023/11/10 04:00:00+00,2023/11/10 21:25:00+00,431705374,
-77.023847627332,38.9333372541541,23173877,2023/10/22 07:27:50+00,MIDNIGHT,GUN,ROBBERY,3500 - 3533 BLOCK OF GEORGIA AVENUE NW,397932.53,140605.42,1,1E,4,409,Cluster 2,003100 2,003100,Precinct 43,38.9333294601,-77.0238453343,,2023/10/22 05:56:00+00,,431705424,
-77.0199148026268,38.9020025095251,23178911,2023/10/31 04:27:54+00,MIDNIGHT,OTHERS,THEFT F/AUTO,901- 999 BLOCK OF 6TH STREET NW,398272.76,137126.92,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 1,38.9019947217,-77.0199125128,MOUNT VERNON TRIANGLE CID,2023/10/31 04:13:00+00,2023/10/31 04:45:00+00,431705435,
-76.989343004594,38.9059322645244,23424794,2023/11/18 13:02:01+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF OATES STREET NE,400924.55,137563.02,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9059244747,-76.989340724,,2023/11/07 20:23:00+00,2023/11/07 20:24:00+00,431705445,
-77.0556510955361,38.9356370677297,23189346,2023/11/19 03:17:08+00,EVENING,OTHERS,THEFT F/AUTO,2500 - 2880 BLOCK OF PORTER STREET NW,395175.22,140861.92,3,3C,2,203,Cluster 15,001304 4,001304,Precinct 34,38.9356292744,-77.0556487925,,2023/11/06 23:00:00+00,2023/11/18 21:45:00+00,431705449,
-77.0319554390246,38.9100250159937,23424860,2023/11/18 15:41:36+00,DAY,OTHERS,THEFT/OTHER,1500 - 1520 BLOCK OF 14TH STREET NW,397228.65,138017.78,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.910017227,-77.0319531449,,2023/11/01 02:00:00+00,2023/11/01 06:00:00+00,431705455,
-77.0135976007258,38.9550333721565,23173894,2023/10/22 07:38:37+00,MIDNIGHT,OTHERS,THEFT F/AUTO,5300 - 5399 BLOCK OF 2ND STREET NW,398821.6,143013.7,4,4D,4,403,Cluster 18,002102 3,002102,Precinct 57,38.9550255734,-77.0135953096,,2023/10/22 07:15:00+00,2023/10/22 07:28:00+00,431705481,
-77.0342679950758,38.9335847338783,23175169,2023/10/24 18:42:36+00,DAY,GUN,ROBBERY,1400 - 1509 BLOCK OF MERIDIAN PLACE NW,397029.06,140633.18,1,1A,4,408,Cluster 2,002801 1,002801,Precinct 41,38.9335769402,-77.0342656988,,2023/10/24 17:08:00+00,2023/10/24 18:42:00+00,431705482,
-77.0364523747313,38.9358918201293,23424816,2023/11/18 14:01:42+00,DAY,OTHERS,THEFT F/AUTO,3517 - 3648 BLOCK OF 16TH STREET NW,396839.77,140889.36,1,1D,3,302,Cluster 2,002704 2,002704,Precinct 40,38.9358840261,-77.0364500776,,2023/11/09 05:30:00+00,2023/11/09 10:30:00+00,431705720,
-76.9860826586724,38.9066075479653,23424847,2023/11/18 15:02:34+00,DAY,OTHERS,THEFT/OTHER,1200 - 1259 BLOCK OF QUEEN STREET NE,401207.33,137638.02,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,38.9065997579,-76.9860803791,,2023/11/11 18:00:00+00,2023/11/11 22:00:00+00,431705721,
-77.0246356533404,38.9187998280807,23424854,2023/11/18 15:21:31+00,DAY,OTHERS,THEFT/OTHER,912 - 945 BLOCK OF FLORIDA AVENUE NW,397863.77,138991.66,1,1B,3,305,Cluster 3,003500 2,003500,Precinct 37,38.918792037,-77.024633361,,2023/11/10 14:30:00+00,2023/11/12 15:00:00+00,431705722,
-77.0307899436446,38.9162920702998,23424908,2023/11/19 16:41:15+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF WALLACH PLACE NW,397329.97,138713.44,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.91628428,-77.0307876495,,2023/05/09 13:25:00+00,2023/05/09 13:25:00+00,431705723,
-77.0308598274689,38.922436903355,23424138,2023/10/27 23:42:30+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF CLIFTON STREET NW,397324.14,139395.57,1,1B,3,304,Cluster 2,003600 1,003600,Precinct 23,38.9224291118,-77.030857533,,2023/09/09 16:08:00+00,2023/09/09 16:13:00+00,431705744,
-77.0532973483608,38.9044543031206,23424237,2023/11/02 13:42:37+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 25TH STREET NW,395377.27,137400.25,2,2A,2,207,Cluster 5,005503 1,005503,Precinct 4,38.904446516,-77.053295048,,2023/09/13 19:00:00+00,2023/09/13 19:35:00+00,431705745,
-76.9313841172634,38.884019541859,23185465,2023/11/12 02:52:07+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4900 - 4999 BLOCK OF D STREET SE,405953.536451478,135132.718074834,7,7E,6,604,Cluster 33,009904 1,009904,Precinct 104,38.8840117541,-76.9313818566,,2023/11/12 00:19:00+00,2023/11/12 01:44:00+00,431705757,
-77.0591359400462,38.9039006326811,23185795,2023/11/12 18:40:34+00,DAY,OTHERS,THEFT/OTHER,1000 - 1199 BLOCK OF 30TH STREET NW,394870.8,137339.1,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9038928459,-77.0591336379,GEORGETOWN,2023/11/05 21:00:00+00,2023/11/05 21:01:00+00,431705758,
-77.0437997594089,38.931004363643,23185858,2023/11/12 21:47:17+00,EVENING,OTHERS,THEFT F/AUTO,3115 - 3199 BLOCK OF 19TH STREET NW,396202.49,140347.09,1,1D,3,302,Cluster 2,002702 2,002702,Precinct 39,38.9309965708,-77.0437974603,,2023/11/12 19:08:00+00,2023/11/12 21:32:00+00,431705759,
-77.000629195548,38.9530977439001,23185978,2023/11/13 01:25:19+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,300 - 399 BLOCK OF HAMILTON STREET NE,399945.66,142798.74,5,5A,4,406,Cluster 19,009508 3,009508,Precinct 66,38.953089945,-77.0006269086,,2023/11/13 00:36:00+00,2023/11/13 01:20:00+00,431705760,
-76.9360397891082,38.8862728564059,23186175,2023/11/13 12:04:10+00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,4601 - 4616 BLOCK OF BENNING ROAD SE,405549.42,135382.56,7,7E,6,604,Cluster 33,009907 2,009907,Precinct 103,38.8862650686,-76.9360375263,,2023/11/13 11:00:00+00,2023/11/13 11:10:00+00,431705761,
-76.9254543254293,38.9023328846224,23186252,2023/11/13 15:29:45+00,DAY,OTHERS,THEFT F/AUTO,900 - 919 BLOCK OF 52ND STREET NE,406466.364547954,137166.045756721,7,7C,6,608,Cluster 31,007809 1,007809,Precinct 94,38.9023250928,-76.9254520644,,2023/11/13 11:30:00+00,2023/11/13 15:25:00+00,431705762,
-77.0332566388807,38.9096593644672,23186517,2023/11/13 23:50:02+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2023/11/13 23:14:00+00,2023/11/13 23:18:00+00,431705763,
-77.0388079312099,38.9335017893957,23186557,2023/11/14 00:53:35+00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,17TH STREET NW AND MONROE STREET NW,396635.43001083,140624.13001593,1,1D,3,302,Cluster 2,002703 2,002703,Precinct 40,38.933493996,-77.0388056334,,2023/11/14 00:20:00+00,2023/11/14 01:00:00+00,431705764,
-77.0278423271282,38.976565155675,23186895,2023/11/14 18:50:44+00,DAY,OTHERS,THEFT/OTHER,7100 - 7199 BLOCK OF 12TH STREET NW,397587.64,145404.21,4,4A,4,401,Cluster 40,010300 1,010300,Precinct 62,38.9765573531,-77.0278400302,,2023/11/14 16:50:00+00,2023/11/14 18:44:00+00,431705765,
-77.0280884867066,38.9329427389731,23187577,2023/11/16 00:47:32+00,EVENING,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF MONROE STREET NW,397564.82,140561.73,1,1A,3,302,Cluster 2,002900 1,002900,Precinct 42,38.9329349452,-77.0280861924,,2023/11/15 21:58:00+00,2023/11/15 23:05:00+00,431705766,
-77.0588789953229,38.9362028291005,23187619,2023/11/15 23:31:52+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9361950358,-77.0588766912,,2023/11/15 23:00:00+00,2023/11/15 23:02:00+00,431705767,
-77.0089995475883,38.8325687321158,23187984,2023/11/17 10:21:34+00,MIDNIGHT,GUN,ROBBERY,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,399218.804637228,129419.109237532,8,8D,7,708,Cluster 39,009807 1,009807,Precinct 124,38.8325609582,-77.0089972649,,2023/11/16 16:37:00+00,2023/11/16 19:02:00+00,431705768,
-77.0288658067271,38.8952427469189,23188389,2023/11/17 12:35:55+00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,397496.1,136376.74,2,2C,2,209,Cluster 8,005802 3,005802,Precinct 129,38.8952349608,-77.0288635145,DOWNTOWN,2023/11/17 12:09:00+00,,431705769,
-77.0008040073007,38.9557060869568,23188452,2023/11/17 20:07:30+00,EVENING,OTHERS,THEFT/OTHER,5500 - 5529 BLOCK OF SOUTH DAKOTA AVENUE NE,399930.51,143088.29,4,4B,4,406,Cluster 19,009507 1,009507,Precinct 65,38.9556982876,-77.0008017201,,2023/11/17 14:38:00+00,2023/11/17 14:57:00+00,431705770,
-77.0199038854567,38.9103900964052,23424124,2023/10/27 01:22:34+00,EVENING,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF 6TH STREET NW,398273.91,138058.01,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9103823069,-77.0199015951,,2023/09/06 17:00:00+00,2023/09/06 21:45:00+00,431705777,
-77.0027800366968,38.8920177708327,23424463,2023/11/08 16:02:16+00,DAY,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF CONSTITUTION AVENUE NE,399759.02,136018.35,6,6C,1,108,Cluster 26,008200 2,008200,Precinct 130,38.8920099844,-77.0027777528,CAPITOL HILL,2023/09/22 20:20:00+00,2023/09/29 20:20:00+00,431705778,
-77.0269351558595,38.948263504265,23186942,2023/11/14 19:46:54+00,DAY,OTHERS,MOTOR VEHICLE THEFT,GEORGIA AVENUE NW AND DECATUR STREET NW,397665.31999579,142262.44000145,4,4E,4,407,Cluster 18,002201 2,002201,Precinct 54,38.9482557074,-77.026932861,,2023/11/14 18:43:00+00,2023/11/14 19:20:00+00,431705839,
-76.9910395738691,38.9330395477585,23189069,2023/11/18 22:43:01+00,EVENING,OTHERS,THEFT/OTHER,3500 - 3599 BLOCK OF 12TH STREET NE,400777.1,140572.14,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9330317526,-76.9910372911,,2023/11/18 14:47:00+00,2023/11/18 16:19:00+00,431705842,
-77.0181718984617,38.9172983324519,23424231,2023/11/02 13:22:41+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF ELM STREET NW,398424.28,138824.85,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9172905414,-77.0181696082,,2023/09/13 22:25:00+00,2023/09/13 23:00:00+00,431705975,
-77.0332472930595,38.9148388929048,23424244,2023/11/02 16:42:51+00,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF SWANN STREET NW,397116.8,138552.2,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,38.914831103,-77.0332449983,,2023/10/26 18:36:00+00,2023/10/26 18:40:00+00,431705976,
-77.0779690650713,38.9367852104869,23424455,2023/11/08 14:42:26+00,DAY,OTHERS,THEFT/OTHER,3900 - 3999 BLOCK OF LANGLEY COURT NW,393240.35,140990.79,3,3A,2,204,Cluster 14,001002 2,001002,Precinct 29,38.9367774178,-77.077966755,,2023/10/22 15:20:00+00,2023/10/22 15:20:00+00,431705977,
-77.0066705602426,38.8792919209098,23424654,2023/11/12 17:02:02+00,DAY,OTHERS,THEFT/OTHER,70 - 101 BLOCK OF I STREET SE,399421.4,134605.7,6,8F,1,106,Cluster 27,007202 3,007202,Precinct 131,38.8792841371,-77.0066682759,CAPITOL RIVERFRONT,2023/10/26 20:55:00+00,2023/10/28 18:55:00+00,431705978,
-77.0043554244877,38.8770121856549,23424800,2023/11/18 13:41:17+00,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,6,8F,1,106,Cluster 27,007202 1,007202,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2023/11/07 23:00:00+00,2023/11/08 23:20:00+00,431705979,
-76.9902483991842,38.8834804707599,23424309,2023/11/05 14:02:06+00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 12TH STREET SE,400846.285278738,135070.685018776,6,6B,1,107,Cluster 26,006900 1,006900,Precinct 91,38.8834726857,-76.9902461199,,2023/10/17 11:50:00+00,2023/10/17 15:31:00+00,431706114,
-77.022944775397,38.9103924214348,23424551,2023/11/09 17:42:14+00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF 8TH STREET NW,398010.17,138058.33,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.910384632,-77.0229424841,,2023/10/24 16:21:00+00,2023/10/24 16:23:00+00,431706115,
-77.0307884077483,38.9170078728893,23424596,2023/11/10 16:22:49+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2023/08/13 16:00:00+00,2023/08/13 16:00:00+00,431706116,
-77.0327345998058,38.9328318088115,23424642,2023/11/12 13:22:05+00,DAY,OTHERS,THEFT/OTHER,3429 - 3464 BLOCK OF 14TH STREET NW,397161.98,140549.55,1,1A,4,408,Cluster 2,002801 1,002801,Precinct 41,38.9328240152,-77.0327323041,,2023/10/21 13:00:00+00,2023/10/21 13:50:00+00,431706117,
-76.9895279401414,38.9286561589956,23424766,2023/11/16 15:21:41+00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF IRVING STREET NE,400908.22,140085.56,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9286483646,-76.9895256581,,2023/11/07 01:40:00+00,2023/11/07 01:40:00+00,431706118,
-77.0519054257246,38.9242076033088,23424857,2023/11/18 15:21:43+00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3,3C,2,204,Cluster 15,000501 3,000501,Precinct 26,38.9241998122,-77.0519031245,,2023/11/06 17:45:00+00,2023/11/06 18:30:00+00,431706119,
-77.0472492260904,38.9055933095513,23188613,2023/11/18 02:47:52+00,EVENING,OTHERS,ROBBERY,1200 - 1225 BLOCK OF NEW HAMPSHIRE AVENUE NW,395901.94,137526.4,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,38.905585522,-77.0472469275,GOLDEN TRIANGLE,2023/11/17 20:40:00+00,2023/11/17 20:41:00+00,431706192,
-77.0251043512747,38.9402851823493,23175804,2023/10/25 20:09:40+00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF GEORGIA AVENUE NW,397823.78,141376.73,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.940277387,-77.0251020575,,2023/10/25 19:19:00+00,2023/10/25 19:30:00+00,431706203,
-77.0161712068341,38.9129457986704,23181381,2023/11/04 18:00:37+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1700 - 1719 BLOCK OF 4TH STREET NW,398597.7,138341.65,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,38.9129380085,-77.0161689175,,2023/11/03 22:30:00+00,2023/11/04 14:45:00+00,431706261,
-77.0371708986204,38.9247457008954,23183743,2023/11/08 21:39:23+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1625 BLOCK OF FULLER STREET NW,396776.97,139652.07,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,38.9247379091,-77.037168602,,2023/11/01 16:07:00+00,2023/11/01 17:00:00+00,431706262,
-77.0275537618533,38.9009307645106,23186805,2023/11/14 16:18:59+00,DAY,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW YORK AVENUE NW,397610.11,137008.12,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9009229772,-77.0275514697,DOWNTOWN,2023/11/14 14:58:00+00,2023/11/14 15:44:00+00,431706263,
-77.001963415635,38.8356256406069,23187027,2023/11/14 21:59:11+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,200 - 397 BLOCK OF MISSISSIPPI AVENUE SE,399829.73,129758.41,8,8D,7,707,Cluster 39,009803 3,009803,Precinct 124,38.8356178655,-77.0019611354,,2023/11/14 13:00:00+00,2023/11/14 21:08:00+00,431706264,
